"simulation","carcass","part","larvae_per_part","portions_per_part","portion","larvae_per_portion","is_welldone","larvae_rare","larvae_welldone","larvae_medium","larvae_after_cooking"
1,1,"shoulder",625,35,7,14,0,13,0,8,8
1,1,"shoulder",625,35,31,20,0,18,0,12,12
1,1,"belly",1604,54,15,28,0,26,0,17,17
1,1,"belly",1604,54,22,40,0,36,0,23,23
1,1,"belly",1604,54,28,31,0,28,0,18,18
1,1,"belly",1604,54,32,28,0,26,0,17,17
1,1,"belly",1604,54,36,32,0,29,0,19,19
1,1,"belly",1604,54,44,30,0,27,0,17,17
1,1,"belly",1604,54,51,25,0,23,0,15,15
1,1,"belly",1604,54,52,26,0,24,0,15,15
1,1,"loin",1116,144,1,11,0,10,0,6,6
1,1,"loin",1116,144,12,10,0,9,0,6,6
1,1,"loin",1116,144,43,11,0,10,0,6,6
1,1,"loin",1116,144,44,10,0,9,0,6,6
1,1,"loin",1116,144,46,7,0,6,0,4,4
1,1,"loin",1116,144,50,10,0,9,0,6,6
1,1,"loin",1116,144,55,10,0,9,0,6,6
1,1,"loin",1116,144,69,10,0,9,0,6,6
1,1,"loin",1116,144,70,7,0,6,0,4,4
1,1,"loin",1116,144,75,10,0,9,0,6,6
1,1,"loin",1116,144,76,7,0,6,0,4,4
1,1,"loin",1116,144,85,7,0,6,0,4,4
1,1,"loin",1116,144,124,5,0,5,0,3,3
1,1,"loin",1116,144,128,7,0,6,0,4,4
1,1,"loin",1116,144,139,7,0,6,0,4,4
1,1,"loin",1116,144,143,7,0,6,0,4,4
1,1,"ham",1302,121,2,13,0,12,0,8,8
1,1,"ham",1302,121,10,5,0,5,0,3,3
1,1,"ham",1302,121,20,9,0,8,0,5,5
1,1,"ham",1302,121,36,13,0,12,0,8,8
1,1,"ham",1302,121,49,10,0,9,0,6,6
1,1,"ham",1302,121,53,9,0,8,0,5,5
1,1,"ham",1302,121,63,12,0,11,0,7,7
1,1,"ham",1302,121,67,9,0,8,0,5,5
1,1,"ham",1302,121,71,4,0,4,0,3,3
1,1,"ham",1302,121,78,10,0,9,0,6,6
1,1,"ham",1302,121,91,11,0,10,0,6,6
1,1,"ham",1302,121,95,18,0,16,0,10,10
1,1,"ham",1302,121,104,11,0,10,0,6,6
1,1,"ham",1302,121,105,12,0,11,0,7,7
1,1,"ham",1302,121,108,11,0,10,0,6,6
1,1,"other",5050,48,9,75,0,68,0,44,44
1,1,"other",5050,48,19,112,0,102,0,66,66
1,1,"other",5050,48,31,117,0,107,0,69,69
1,1,"other",5050,48,44,112,0,102,0,66,66
1,2,"shoulder",604,35,1,16,0,15,0,10,10
1,2,"shoulder",604,35,4,19,0,17,0,11,11
1,2,"shoulder",604,35,16,16,0,15,0,10,10
1,2,"belly",1570,54,1,35,0,32,0,21,21
1,2,"belly",1570,54,2,32,0,29,0,19,19
1,2,"belly",1570,54,13,21,0,19,0,12,12
1,2,"belly",1570,54,18,31,0,28,0,18,18
1,2,"belly",1570,54,22,27,0,25,0,16,16
1,2,"belly",1570,54,23,38,0,35,0,22,22
1,2,"belly",1570,54,26,25,0,23,0,15,15
1,2,"belly",1570,54,27,21,0,19,0,12,12
1,2,"belly",1570,54,29,35,0,32,0,21,21
1,2,"belly",1570,54,43,32,0,29,0,19,19
1,2,"belly",1570,54,48,25,0,23,0,15,15
1,2,"loin",1081,144,5,15,0,14,0,9,9
1,2,"loin",1081,144,7,9,0,8,0,5,5
1,2,"loin",1081,144,19,15,0,14,0,9,9
1,2,"loin",1081,144,34,10,0,9,0,6,6
1,2,"loin",1081,144,39,7,0,6,0,4,4
1,2,"loin",1081,144,47,8,0,7,0,4,4
1,2,"loin",1081,144,48,9,0,8,0,5,5
1,2,"loin",1081,144,71,3,0,3,0,2,2
1,2,"loin",1081,144,78,8,0,7,0,4,4
1,2,"loin",1081,144,86,10,0,9,0,6,6
1,2,"loin",1081,144,88,6,0,5,0,3,3
1,2,"loin",1081,144,119,9,0,8,0,5,5
1,2,"loin",1081,144,120,11,0,10,0,6,6
1,2,"loin",1081,144,121,7,0,6,0,4,4
1,2,"loin",1081,144,129,9,0,8,0,5,5
1,2,"loin",1081,144,133,9,0,8,0,5,5
1,2,"loin",1081,144,134,5,0,5,0,3,3
1,2,"loin",1081,144,138,6,0,5,0,3,3
1,2,"loin",1081,144,139,4,0,4,0,3,3
1,2,"loin",1081,144,143,10,0,9,0,6,6
1,2,"ham",1308,121,10,13,0,12,0,8,8
1,2,"ham",1308,121,14,9,0,8,0,5,5
1,2,"ham",1308,121,19,11,0,10,0,6,6
1,2,"ham",1308,121,21,12,0,11,0,7,7
1,2,"ham",1308,121,22,13,0,12,0,8,8
1,2,"ham",1308,121,26,5,0,5,0,3,3
1,2,"ham",1308,121,29,14,0,13,0,8,8
1,2,"ham",1308,121,44,11,0,10,0,6,6
1,2,"ham",1308,121,67,6,0,5,0,3,3
1,2,"ham",1308,121,69,13,0,12,0,8,8
1,2,"ham",1308,121,76,5,0,5,0,3,3
1,2,"ham",1308,121,85,8,0,7,0,4,4
1,2,"ham",1308,121,90,7,0,6,0,4,4
1,2,"ham",1308,121,102,17,0,15,0,10,10
1,2,"ham",1308,121,111,6,0,5,0,3,3
1,2,"ham",1308,121,115,11,0,10,0,6,6
1,2,"other",5059,48,7,118,0,108,0,69,69
1,2,"other",5059,48,9,106,0,97,0,62,62
1,2,"other",5059,48,13,114,0,104,0,67,67
1,2,"other",5059,48,14,116,0,106,0,68,68
1,2,"other",5059,48,17,107,0,98,0,63,63
1,2,"other",5059,48,21,116,0,106,0,68,68
1,2,"other",5059,48,24,101,0,92,0,59,59
1,2,"other",5059,48,29,113,0,103,0,66,66
1,2,"other",5059,48,38,111,0,101,0,65,65
1,2,"other",5059,48,39,99,0,90,0,58,58
1,2,"other",5059,48,43,94,0,86,0,55,55
1,3,"shoulder",7428,35,10,216,0,197,0,127,127
1,3,"shoulder",7428,35,21,217,0,198,0,127,127
1,3,"shoulder",7428,35,30,231,0,211,0,136,136
1,3,"shoulder",7428,35,35,226,0,206,0,132,132
1,3,"belly",20355,54,3,374,0,341,0,219,219
1,3,"belly",20355,54,23,375,0,342,0,220,220
1,3,"belly",20355,54,32,389,0,355,1,228,228
1,3,"belly",20355,54,44,400,0,365,1,235,235
1,3,"belly",20355,54,54,366,0,334,0,215,215
1,3,"loin",14621,144,2,112,0,102,0,66,66
1,3,"loin",14621,144,14,105,0,96,0,62,62
1,3,"loin",14621,144,17,100,0,91,0,58,58
1,3,"loin",14621,144,18,111,0,101,0,65,65
1,3,"loin",14621,144,20,87,0,79,0,51,51
1,3,"loin",14621,144,39,87,0,79,0,51,51
1,3,"loin",14621,144,48,106,0,97,0,62,62
1,3,"loin",14621,144,54,106,0,97,0,62,62
1,3,"loin",14621,144,62,86,0,78,0,50,50
1,3,"loin",14621,144,80,105,0,96,0,62,62
1,3,"loin",14621,144,103,106,0,97,0,62,62
1,3,"loin",14621,144,117,100,0,91,0,58,58
1,3,"loin",14621,144,125,95,0,87,0,56,56
1,3,"loin",14621,144,140,98,0,89,0,57,57
1,3,"ham",17065,121,23,153,0,139,0,89,89
1,3,"ham",17065,121,55,125,0,114,0,73,73
1,3,"ham",17065,121,62,123,0,112,0,72,72
1,3,"ham",17065,121,64,141,0,129,0,83,83
1,3,"ham",17065,121,66,137,0,125,0,80,80
1,3,"ham",17065,121,69,144,0,131,0,84,84
1,3,"ham",17065,121,74,164,0,150,0,96,96
1,3,"ham",17065,121,100,155,0,141,0,91,91
1,3,"ham",17065,121,111,136,0,124,0,80,80
1,3,"ham",17065,121,112,142,0,129,0,83,83
1,3,"other",64539,48,1,1311,1,1195,2,768,2
1,3,"other",64539,48,2,1345,1,1226,2,788,2
1,3,"other",64539,48,3,1328,1,1211,2,778,2
1,3,"other",64539,48,4,1393,1,1270,2,816,2
1,3,"other",64539,48,5,1329,1,1212,2,779,2
1,3,"other",64539,48,6,1376,1,1254,2,806,2
1,3,"other",64539,48,7,1316,1,1200,2,771,2
1,3,"other",64539,48,8,1329,1,1212,2,779,2
1,3,"other",64539,48,9,1328,1,1211,2,778,2
1,3,"other",64539,48,10,1327,1,1210,2,778,2
1,3,"other",64539,48,11,1340,1,1222,2,786,2
1,3,"other",64539,48,12,1392,1,1269,2,816,2
1,3,"other",64539,48,13,1389,1,1266,2,814,2
1,3,"other",64539,48,14,1317,1,1201,2,772,2
1,3,"other",64539,48,15,1351,1,1232,2,792,2
1,3,"other",64539,48,16,1334,1,1216,2,782,2
1,3,"other",64539,48,17,1335,1,1217,2,782,2
1,3,"other",64539,48,18,1392,1,1269,2,816,2
1,3,"other",64539,48,19,1324,1,1207,2,776,2
1,3,"other",64539,48,20,1332,1,1214,2,780,2
1,3,"other",64539,48,21,1331,1,1213,2,780,2
1,3,"other",64539,48,22,1421,1,1295,2,832,2
1,3,"other",64539,48,23,1302,1,1187,2,763,2
1,3,"other",64539,48,24,1321,1,1204,2,774,2
1,3,"other",64539,48,25,1297,1,1182,2,760,2
1,3,"other",64539,48,26,1314,1,1198,2,770,2
1,3,"other",64539,48,27,1377,1,1255,2,807,2
1,3,"other",64539,48,28,1296,1,1181,2,759,2
1,3,"other",64539,48,29,1334,1,1216,2,782,2
1,3,"other",64539,48,30,1387,0,1264,2,813,813
1,3,"other",64539,48,31,1342,1,1223,2,786,2
1,3,"other",64539,48,32,1334,1,1216,2,782,2
1,3,"other",64539,48,33,1362,1,1242,2,798,2
1,3,"other",64539,48,34,1326,1,1209,2,777,2
1,3,"other",64539,48,35,1340,1,1222,2,786,2
1,3,"other",64539,48,36,1311,1,1195,2,768,2
1,3,"other",64539,48,37,1365,1,1244,2,800,2
1,3,"other",64539,48,38,1340,1,1222,2,786,2
1,3,"other",64539,48,39,1345,0,1226,2,788,788
1,3,"other",64539,48,40,1349,1,1230,2,791,2
1,3,"other",64539,48,41,1385,1,1263,2,812,2
1,3,"other",64539,48,42,1342,1,1223,2,786,2
1,3,"other",64539,48,43,1346,1,1227,2,789,2
1,3,"other",64539,48,44,1334,1,1216,2,782,2
1,3,"other",64539,48,45,1385,1,1263,2,812,2
1,3,"other",64539,48,46,1335,1,1217,2,782,2
1,3,"other",64539,48,47,1340,1,1222,2,786,2
1,3,"other",64539,48,48,1390,0,1267,2,814,814
1,4,"shoulder",1917,35,27,67,0,61,0,39,39
1,4,"shoulder",1917,35,28,67,0,61,0,39,39
1,4,"shoulder",1917,35,29,49,0,45,0,29,29
1,4,"belly",5294,54,8,98,0,89,0,57,57
1,4,"belly",5294,54,50,98,0,89,0,57,57
1,4,"belly",5294,54,51,116,0,106,0,68,68
1,4,"loin",3798,144,9,17,0,15,0,10,10
1,4,"loin",3798,144,16,24,0,22,0,14,14
1,4,"loin",3798,144,36,34,0,31,0,20,20
1,4,"loin",3798,144,39,28,0,26,0,17,17
1,4,"loin",3798,144,53,26,0,24,0,15,15
1,4,"loin",3798,144,61,38,0,35,0,22,22
1,4,"loin",3798,144,74,24,0,22,0,14,14
1,4,"loin",3798,144,87,28,0,26,0,17,17
1,4,"loin",3798,144,109,25,0,23,0,15,15
1,4,"loin",3798,144,117,25,0,23,0,15,15
1,4,"loin",3798,144,119,30,0,27,0,17,17
1,4,"loin",3798,144,130,26,0,24,0,15,15
1,4,"loin",3798,144,131,21,0,19,0,12,12
1,4,"ham",4349,121,1,35,0,32,0,21,21
1,4,"ham",4349,121,17,35,0,32,0,21,21
1,4,"ham",4349,121,41,34,0,31,0,20,20
1,4,"ham",4349,121,45,40,0,36,0,23,23
1,4,"ham",4349,121,48,33,0,30,0,19,19
1,4,"ham",4349,121,75,38,0,35,0,22,22
1,4,"ham",4349,121,85,36,0,33,0,21,21
1,4,"ham",4349,121,95,36,0,33,0,21,21
1,4,"ham",4349,121,99,31,0,28,0,18,18
1,4,"ham",4349,121,121,37,0,34,0,22,22
1,4,"other",16942,48,2,409,0,373,1,240,240
1,4,"other",16942,48,7,399,0,364,1,234,234
1,4,"other",16942,48,10,342,0,312,0,201,201
1,4,"other",16942,48,27,321,0,293,0,188,188
1,4,"other",16942,48,32,357,0,325,0,209,209
1,5,"shoulder",1916,35,3,74,0,67,0,43,43
1,5,"shoulder",1916,35,22,50,0,46,0,30,30
1,5,"shoulder",1916,35,23,44,0,40,0,26,26
1,5,"shoulder",1916,35,24,55,0,50,0,32,32
1,5,"shoulder",1916,35,27,57,0,52,0,33,33
1,5,"shoulder",1916,35,29,57,0,52,0,33,33
1,5,"shoulder",1916,35,31,56,0,51,0,33,33
1,5,"belly",5299,54,40,107,0,98,0,63,63
1,5,"belly",5299,54,41,96,0,88,0,57,57
1,5,"belly",5299,54,46,92,0,84,0,54,54
1,5,"belly",5299,54,48,95,0,87,0,56,56
1,5,"loin",3749,144,3,34,0,31,0,20,20
1,5,"loin",3749,144,13,26,0,24,0,15,15
1,5,"loin",3749,144,19,24,0,22,0,14,14
1,5,"loin",3749,144,20,19,0,17,0,11,11
1,5,"loin",3749,144,25,29,0,26,0,17,17
1,5,"loin",3749,144,26,28,0,26,0,17,17
1,5,"loin",3749,144,31,23,0,21,0,13,13
1,5,"loin",3749,144,40,29,0,26,0,17,17
1,5,"loin",3749,144,43,9,0,8,0,5,5
1,5,"loin",3749,144,55,31,0,28,0,18,18
1,5,"loin",3749,144,60,35,0,32,0,21,21
1,5,"loin",3749,144,87,31,0,28,0,18,18
1,5,"loin",3749,144,101,25,0,23,0,15,15
1,5,"loin",3749,144,111,24,0,22,0,14,14
1,5,"loin",3749,144,117,30,0,27,0,17,17
1,5,"loin",3749,144,125,30,0,27,0,17,17
1,5,"loin",3749,144,144,25,0,23,0,15,15
1,5,"ham",4376,121,7,38,0,35,0,22,22
1,5,"ham",4376,121,9,35,0,32,0,21,21
1,5,"ham",4376,121,12,30,0,27,0,17,17
1,5,"ham",4376,121,21,33,0,30,0,19,19
1,5,"ham",4376,121,22,23,0,21,0,13,13
1,5,"ham",4376,121,25,41,0,37,0,24,24
1,5,"ham",4376,121,38,34,0,31,0,20,20
1,5,"ham",4376,121,39,34,0,31,0,20,20
1,5,"ham",4376,121,44,45,0,41,0,26,26
1,5,"ham",4376,121,49,31,0,28,0,18,18
1,5,"ham",4376,121,55,35,0,32,0,21,21
1,5,"ham",4376,121,64,37,0,34,0,22,22
1,5,"ham",4376,121,78,31,0,28,0,18,18
1,5,"ham",4376,121,79,38,0,35,0,22,22
1,5,"ham",4376,121,94,31,0,28,0,18,18
1,5,"ham",4376,121,112,29,0,26,0,17,17
1,5,"other",16734,48,13,323,0,294,0,189,189
1,5,"other",16734,48,24,335,0,305,0,196,196
1,5,"other",16734,48,33,358,0,326,0,210,210
1,6,"shoulder",610,35,11,18,0,16,0,10,10
1,6,"shoulder",610,35,19,16,0,15,0,10,10
1,6,"shoulder",610,35,23,18,0,16,0,10,10
1,6,"shoulder",610,35,34,15,0,14,0,9,9
1,6,"belly",1687,54,1,27,0,25,0,16,16
1,6,"belly",1687,54,6,29,0,26,0,17,17
1,6,"belly",1687,54,13,32,0,29,0,19,19
1,6,"belly",1687,54,15,31,0,28,0,18,18
1,6,"belly",1687,54,27,46,0,42,0,27,27
1,6,"belly",1687,54,28,32,0,29,0,19,19
1,6,"belly",1687,54,29,29,0,26,0,17,17
1,6,"belly",1687,54,41,37,0,34,0,22,22
1,6,"belly",1687,54,46,24,0,22,0,14,14
1,6,"belly",1687,54,51,30,0,27,0,17,17
1,6,"loin",1251,144,2,5,0,5,0,3,3
1,6,"loin",1251,144,6,10,0,9,0,6,6
1,6,"loin",1251,144,11,8,0,7,0,4,4
1,6,"loin",1251,144,30,7,0,6,0,4,4
1,6,"loin",1251,144,38,4,0,4,0,3,3
1,6,"loin",1251,144,40,13,0,12,0,8,8
1,6,"loin",1251,144,46,9,0,8,0,5,5
1,6,"loin",1251,144,48,6,0,5,0,3,3
1,6,"loin",1251,144,51,5,0,5,0,3,3
1,6,"loin",1251,144,73,12,0,11,0,7,7
1,6,"loin",1251,144,96,13,0,12,0,8,8
1,6,"loin",1251,144,101,10,0,9,0,6,6
1,6,"loin",1251,144,110,10,0,9,0,6,6
1,6,"loin",1251,144,119,8,0,7,0,4,4
1,6,"loin",1251,144,123,7,0,6,0,4,4
1,6,"loin",1251,144,128,12,0,11,0,7,7
1,6,"loin",1251,144,140,7,0,6,0,4,4
1,6,"loin",1251,144,144,10,0,9,0,6,6
1,6,"ham",1511,121,6,14,0,13,0,8,8
1,6,"ham",1511,121,23,13,0,12,0,8,8
1,6,"ham",1511,121,24,14,0,13,0,8,8
1,6,"ham",1511,121,36,10,0,9,0,6,6
1,6,"ham",1511,121,38,10,0,9,0,6,6
1,6,"ham",1511,121,66,14,0,13,0,8,8
1,6,"ham",1511,121,91,18,0,16,0,10,10
1,6,"ham",1511,121,105,12,0,11,0,7,7
1,6,"ham",1511,121,107,15,0,14,0,9,9
1,6,"ham",1511,121,108,19,0,17,0,11,11
1,6,"ham",1511,121,110,17,0,15,0,10,10
1,6,"ham",1511,121,111,10,0,9,0,6,6
1,6,"other",5393,48,20,100,0,91,0,58,58
1,6,"other",5393,48,21,103,0,94,0,60,60
1,6,"other",5393,48,27,126,0,115,0,74,74
1,6,"other",5393,48,38,116,0,106,0,68,68
1,6,"other",5393,48,43,123,0,112,0,72,72
1,7,"shoulder",7412,35,10,186,0,170,0,109,109
1,7,"shoulder",7412,35,17,223,0,203,0,130,130
1,7,"shoulder",7412,35,21,207,0,189,0,121,121
1,7,"shoulder",7412,35,22,218,0,199,0,128,128
1,7,"shoulder",7412,35,23,205,0,187,0,120,120
1,7,"shoulder",7412,35,24,210,0,191,0,123,123
1,7,"shoulder",7412,35,25,209,0,191,0,123,123
1,7,"belly",20024,54,11,363,0,331,0,213,213
1,7,"belly",20024,54,15,361,0,329,0,211,211
1,7,"belly",20024,54,24,361,0,329,0,211,211
1,7,"belly",20024,54,25,387,0,353,1,227,227
1,7,"belly",20024,54,33,394,0,359,1,231,231
1,7,"belly",20024,54,35,362,0,330,0,212,212
1,7,"loin",14293,144,11,90,0,82,0,53,53
1,7,"loin",14293,144,12,99,0,90,0,58,58
1,7,"loin",14293,144,14,101,0,92,0,59,59
1,7,"loin",14293,144,20,93,0,85,0,55,55
1,7,"loin",14293,144,52,109,0,99,0,64,64
1,7,"loin",14293,144,58,94,0,86,0,55,55
1,7,"loin",14293,144,67,116,0,106,0,68,68
1,7,"loin",14293,144,68,104,0,95,0,61,61
1,7,"loin",14293,144,69,96,0,88,0,57,57
1,7,"loin",14293,144,78,90,0,82,0,53,53
1,7,"loin",14293,144,79,92,0,84,0,54,54
1,7,"loin",14293,144,85,104,0,95,0,61,61
1,7,"loin",14293,144,87,108,0,98,0,63,63
1,7,"loin",14293,144,91,90,0,82,0,53,53
1,7,"loin",14293,144,111,113,0,103,0,66,66
1,7,"loin",14293,144,140,99,0,90,0,58,58
1,7,"ham",17018,121,12,138,0,126,0,81,81
1,7,"ham",17018,121,14,126,0,115,0,74,74
1,7,"ham",17018,121,20,151,0,138,0,89,89
1,7,"ham",17018,121,35,134,0,122,0,78,78
1,7,"ham",17018,121,48,136,0,124,0,80,80
1,7,"ham",17018,121,57,141,0,129,0,83,83
1,7,"ham",17018,121,62,151,0,138,0,89,89
1,7,"ham",17018,121,64,120,0,109,0,70,70
1,7,"ham",17018,121,67,140,0,128,0,82,82
1,7,"ham",17018,121,91,141,0,129,0,83,83
1,7,"ham",17018,121,97,138,0,126,0,81,81
1,7,"ham",17018,121,104,147,0,134,0,86,86
1,7,"ham",17018,121,105,137,0,125,0,80,80
1,7,"ham",17018,121,112,145,0,132,0,85,85
1,7,"ham",17018,121,120,128,0,117,0,75,75
1,7,"other",64074,48,1,1321,1,1204,2,774,2
1,7,"other",64074,48,2,1412,1,1287,2,827,2
1,7,"other",64074,48,3,1350,1,1231,2,791,2
1,7,"other",64074,48,4,1341,1,1222,2,786,2
1,7,"other",64074,48,5,1332,1,1214,2,780,2
1,7,"other",64074,48,6,1350,1,1231,2,791,2
1,7,"other",64074,48,7,1273,1,1160,2,746,2
1,7,"other",64074,48,8,1362,1,1242,2,798,2
1,7,"other",64074,48,9,1358,1,1238,2,796,2
1,7,"other",64074,48,10,1278,1,1165,2,749,2
1,7,"other",64074,48,11,1318,1,1202,2,773,2
1,7,"other",64074,48,12,1269,1,1157,2,744,2
1,7,"other",64074,48,13,1305,1,1190,2,765,2
1,7,"other",64074,48,14,1401,1,1277,2,821,2
1,7,"other",64074,48,15,1200,1,1094,2,703,2
1,7,"other",64074,48,16,1383,1,1261,2,811,2
1,7,"other",64074,48,17,1363,1,1243,2,799,2
1,7,"other",64074,48,18,1302,1,1187,2,763,2
1,7,"other",64074,48,19,1357,1,1237,2,795,2
1,7,"other",64074,48,20,1323,1,1206,2,775,2
1,7,"other",64074,48,21,1340,1,1222,2,786,2
1,7,"other",64074,48,22,1395,0,1272,2,818,818
1,7,"other",64074,48,23,1340,0,1222,2,786,786
1,7,"other",64074,48,24,1331,1,1213,2,780,2
1,7,"other",64074,48,25,1309,1,1193,2,767,2
1,7,"other",64074,48,26,1387,1,1264,2,813,2
1,7,"other",64074,48,27,1319,1,1202,2,773,2
1,7,"other",64074,48,28,1364,0,1243,2,799,799
1,7,"other",64074,48,29,1333,1,1215,2,781,2
1,7,"other",64074,48,30,1357,1,1237,2,795,2
1,7,"other",64074,48,31,1343,1,1224,2,787,2
1,7,"other",64074,48,32,1367,1,1246,2,801,2
1,7,"other",64074,48,33,1286,1,1172,2,753,2
1,7,"other",64074,48,34,1344,1,1225,2,787,2
1,7,"other",64074,48,35,1297,1,1182,2,760,2
1,7,"other",64074,48,36,1322,1,1205,2,775,2
1,7,"other",64074,48,37,1391,1,1268,2,815,2
1,7,"other",64074,48,38,1354,1,1234,2,793,2
1,7,"other",64074,48,39,1339,1,1221,2,785,2
1,7,"other",64074,48,40,1356,1,1236,2,795,2
1,7,"other",64074,48,41,1375,1,1253,2,805,2
1,7,"other",64074,48,42,1270,1,1158,2,744,2
1,7,"other",64074,48,43,1300,1,1185,2,762,2
1,7,"other",64074,48,44,1298,1,1183,2,760,2
1,7,"other",64074,48,45,1330,1,1212,2,779,2
1,7,"other",64074,48,46,1378,1,1256,2,807,2
1,7,"other",64074,48,47,1325,1,1208,2,777,2
1,7,"other",64074,48,48,1326,1,1209,2,777,2
1,8,"shoulder",1227,35,10,39,0,36,0,23,23
1,8,"shoulder",1227,35,13,34,0,31,0,20,20
1,8,"shoulder",1227,35,15,36,0,33,0,21,21
1,8,"shoulder",1227,35,18,35,0,32,0,21,21
1,8,"shoulder",1227,35,24,36,0,33,0,21,21
1,8,"shoulder",1227,35,33,24,0,22,0,14,14
1,8,"belly",3169,54,10,55,0,50,0,32,32
1,8,"belly",3169,54,23,51,0,46,0,30,30
1,8,"belly",3169,54,34,55,0,50,0,32,32
1,8,"loin",2327,144,3,14,0,13,0,8,8
1,8,"loin",2327,144,14,21,0,19,0,12,12
1,8,"loin",2327,144,20,14,0,13,0,8,8
1,8,"loin",2327,144,24,16,0,15,0,10,10
1,8,"loin",2327,144,38,17,0,15,0,10,10
1,8,"loin",2327,144,88,20,0,18,0,12,12
1,8,"loin",2327,144,94,17,0,15,0,10,10
1,8,"loin",2327,144,100,16,0,15,0,10,10
1,8,"loin",2327,144,104,18,0,16,0,10,10
1,8,"loin",2327,144,105,18,0,16,0,10,10
1,8,"loin",2327,144,106,14,0,13,0,8,8
1,8,"loin",2327,144,107,14,0,13,0,8,8
1,8,"loin",2327,144,108,21,0,19,0,12,12
1,8,"loin",2327,144,113,16,0,15,0,10,10
1,8,"loin",2327,144,114,24,0,22,0,14,14
1,8,"loin",2327,144,134,21,0,19,0,12,12
1,8,"loin",2327,144,141,13,0,12,0,8,8
1,8,"loin",2327,144,142,15,0,14,0,9,9
1,8,"ham",2662,121,22,20,0,18,0,12,12
1,8,"ham",2662,121,27,21,0,19,0,12,12
1,8,"ham",2662,121,34,15,0,14,0,9,9
1,8,"ham",2662,121,40,26,0,24,0,15,15
1,8,"ham",2662,121,46,17,0,15,0,10,10
1,8,"ham",2662,121,48,21,0,19,0,12,12
1,8,"ham",2662,121,51,15,0,14,0,9,9
1,8,"ham",2662,121,76,24,0,22,0,14,14
1,8,"ham",2662,121,81,20,0,18,0,12,12
1,8,"ham",2662,121,86,20,0,18,0,12,12
1,8,"ham",2662,121,103,30,0,27,0,17,17
1,8,"other",10663,48,26,203,0,185,0,119,119
1,9,"shoulder",1221,35,34,36,0,33,0,21,21
1,9,"belly",3490,54,16,78,0,71,0,46,46
1,9,"belly",3490,54,28,57,0,52,0,33,33
1,9,"belly",3490,54,41,54,0,49,0,31,31
1,9,"belly",3490,54,43,69,0,63,0,40,40
1,9,"belly",3490,54,53,51,0,46,0,30,30
1,9,"loin",2471,144,15,18,0,16,0,10,10
1,9,"loin",2471,144,19,12,0,11,0,7,7
1,9,"loin",2471,144,21,19,0,17,0,11,11
1,9,"loin",2471,144,42,14,0,13,0,8,8
1,9,"loin",2471,144,46,12,0,11,0,7,7
1,9,"loin",2471,144,50,9,0,8,0,5,5
1,9,"loin",2471,144,55,20,0,18,0,12,12
1,9,"loin",2471,144,57,15,0,14,0,9,9
1,9,"loin",2471,144,58,17,0,15,0,10,10
1,9,"loin",2471,144,78,7,0,6,0,4,4
1,9,"loin",2471,144,93,14,0,13,0,8,8
1,9,"loin",2471,144,105,13,0,12,0,8,8
1,9,"loin",2471,144,113,18,0,16,0,10,10
1,9,"loin",2471,144,115,19,0,17,0,11,11
1,9,"loin",2471,144,121,11,0,10,0,6,6
1,9,"loin",2471,144,126,18,0,16,0,10,10
1,9,"loin",2471,144,143,13,0,12,0,8,8
1,9,"ham",2844,121,3,24,0,22,0,14,14
1,9,"ham",2844,121,36,20,0,18,0,12,12
1,9,"ham",2844,121,42,26,0,24,0,15,15
1,9,"ham",2844,121,44,20,0,18,0,12,12
1,9,"ham",2844,121,87,32,0,29,0,19,19
1,9,"ham",2844,121,92,24,0,22,0,14,14
1,9,"ham",2844,121,107,27,0,25,0,16,16
1,9,"ham",2844,121,108,28,0,26,0,17,17
1,9,"ham",2844,121,110,17,0,15,0,10,10
1,9,"other",10795,48,7,210,0,191,0,123,123
1,9,"other",10795,48,18,238,0,217,0,139,139
1,9,"other",10795,48,22,219,0,200,0,129,129
1,9,"other",10795,48,37,231,0,211,0,136,136
1,10,"shoulder",1914,35,5,45,0,41,0,26,26
1,10,"shoulder",1914,35,6,55,0,50,0,32,32
1,10,"shoulder",1914,35,19,54,0,49,0,31,31
1,10,"shoulder",1914,35,22,49,0,45,0,29,29
1,10,"shoulder",1914,35,27,49,0,45,0,29,29
1,10,"belly",5610,54,12,102,0,93,0,60,60
1,10,"belly",5610,54,14,98,0,89,0,57,57
1,10,"belly",5610,54,20,122,0,111,0,71,71
1,10,"belly",5610,54,34,100,0,91,0,58,58
1,10,"belly",5610,54,40,98,0,89,0,57,57
1,10,"loin",4072,144,8,32,0,29,0,19,19
1,10,"loin",4072,144,12,19,0,17,0,11,11
1,10,"loin",4072,144,18,28,0,26,0,17,17
1,10,"loin",4072,144,40,36,0,33,0,21,21
1,10,"loin",4072,144,45,30,0,27,0,17,17
1,10,"loin",4072,144,47,38,0,35,0,22,22
1,10,"loin",4072,144,71,24,0,22,0,14,14
1,10,"loin",4072,144,75,30,0,27,0,17,17
1,10,"loin",4072,144,83,23,0,21,0,13,13
1,10,"loin",4072,144,88,29,0,26,0,17,17
1,10,"loin",4072,144,104,33,0,30,0,19,19
1,10,"loin",4072,144,113,31,0,28,0,18,18
1,10,"loin",4072,144,139,29,0,26,0,17,17
1,10,"ham",4508,121,2,39,0,36,0,23,23
1,10,"ham",4508,121,27,37,0,34,0,22,22
1,10,"ham",4508,121,32,51,0,46,0,30,30
