"simulation","carcass","part","larvae_per_part","portions_per_part","portion","larvae_per_portion","is_welldone","larvae_rare","larvae_welldone","larvae_medium","larvae_after_cooking","p_surv_larva","p_ill"
1,1,"shoulder",625,35,7,14,0,13,0,8,8,3.50623458270041e-08,1.53210777398272e-14
1,1,"shoulder",625,35,31,20,0,18,0,12,12,0.236171969195596,0.51107077236859
1,1,"belly",1604,54,15,28,0,26,0,17,17,0.0997213957803979,0.278699733970948
1,1,"belly",1604,54,22,40,0,36,0,23,23,0.0113428366087632,0.0121482864534628
1,1,"belly",1604,54,28,31,0,28,0,18,18,0.0247142401653516,0.0322856982606877
1,1,"belly",1604,54,32,28,0,26,0,17,17,0.0602675959126511,0.133691743018504
1,1,"belly",1604,54,36,32,0,29,0,19,19,0.0599839457081469,0.157888597907028
1,1,"belly",1604,54,44,30,0,27,0,17,17,0.140397478657107,0.422949157310074
1,1,"belly",1604,54,51,25,0,23,0,15,15,0.866835993813795,0.98908404737432
1,1,"belly",1604,54,52,26,0,24,0,15,15,0.127743778177519,0.326920656057703
1,1,"loin",1116,144,1,11,0,10,0,6,6,0.0407455059669388,0.00963742999868655
1,1,"loin",1116,144,12,10,0,9,0,6,6,0.127743778177519,0.079378137027252
1,1,"loin",1116,144,43,11,0,10,0,6,6,0.0812549086954584,0.0353094973179788
1,1,"loin",1116,144,44,10,0,9,0,6,6,0.0664255779616464,0.0243180650178133
1,1,"loin",1116,144,46,7,0,6,0,4,4,0.0102814296051581,0.000263653238755546
1,1,"loin",1116,144,50,10,0,9,0,6,6,0.0476732553663345,0.0130100959112264
1,1,"loin",1116,144,55,10,0,9,0,6,6,0.119997853100368,0.0711621534953547
1,1,"loin",1116,144,69,10,0,9,0,6,6,1.11120291535641e-41,0
1,1,"loin",1116,144,70,7,0,6,0,4,4,0.644403580050616,0.501750645519648
1,1,"loin",1116,144,75,10,0,9,0,6,6,0.000432100882528397,1.17526423748515e-06
1,1,"loin",1116,144,76,7,0,6,0,4,4,0.0242346188154541,0.00144442937262645
1,1,"loin",1116,144,85,7,0,6,0,4,4,0.014568967157882,0.000527123296531151
1,1,"loin",1116,144,124,5,0,5,0,3,3,0.00519188520445318,3.3875977714537e-05
1,1,"loin",1116,144,128,7,0,6,0,4,4,0.0342528098790724,0.00285636548899759
1,1,"loin",1116,144,139,7,0,6,0,4,4,0.3820962704258,0.24336017375541
1,1,"loin",1116,144,143,7,0,6,0,4,4,0.0908015021782805,0.0189416873744992
1,1,"ham",1302,121,2,13,0,12,0,8,8,7.29900519162175e-312,0
1,1,"ham",1302,121,10,5,0,5,0,3,3,0.687583766463664,0.390897931556893
1,1,"ham",1302,121,20,9,0,8,0,5,5,0.00165219479116703,1.14365545661466e-05
1,1,"ham",1302,121,36,13,0,12,0,8,8,0.01624649699472,0.00295636141591349
1,1,"ham",1302,121,49,10,0,9,0,6,6,0.356816412534783,0.385527406212752
1,1,"ham",1302,121,53,9,0,8,0,5,5,1.49530863173734e-07,9.45910016980633e-14
1,1,"ham",1302,121,63,12,0,11,0,7,7,0.0621771962934033,0.0291752731617071
1,1,"ham",1302,121,67,9,0,8,0,5,5,0.0394771370263589,0.00616692199221891
1,1,"ham",1302,121,71,4,0,4,0,3,3,0.00789224691107948,7.81726262925053e-05
1,1,"ham",1302,121,78,10,0,9,0,6,6,0.229095957657838,0.207202660771383
1,1,"ham",1302,121,91,11,0,10,0,6,6,0.292011359381477,0.295440311075138
1,1,"ham",1302,121,95,18,0,16,0,10,10,0.000297741474653618,1.67349052537791e-06
1,1,"ham",1302,121,104,11,0,10,0,6,6,0.303907883294577,0.312188432561506
1,1,"ham",1302,121,105,12,0,11,0,7,7,0.0296310765309353,0.00719020157105288
1,1,"ham",1302,121,108,11,0,10,0,6,6,3.50623458270041e-08,8.43769498715119e-15
1,1,"other",5050,48,9,75,0,68,0,44,44,4.77398304675615e-35,0
1,1,"other",5050,48,19,112,0,102,0,66,66,1.29432395171262e-176,0
1,1,"other",5050,48,31,117,0,107,0,69,69,0.0652985755967148,0.714489737094131
1,1,"other",5050,48,44,112,0,102,0,66,66,0.246045170905097,0.993656092059527
1,2,"shoulder",604,35,1,16,0,15,0,10,10,0.0501940640395734,0.0389954504993
1,2,"shoulder",604,35,4,19,0,17,0,11,11,2.14885313260216e-06,1.0666367789014e-10
1,2,"shoulder",604,35,16,16,0,15,0,10,10,0.0783301919316695,0.0849973975837793
1,2,"belly",1570,54,1,35,0,32,0,21,21,2.3629157560658e-150,0
1,2,"belly",1570,54,2,32,0,29,0,19,19,0.00417235488820197,0.00120681149361612
1,2,"belly",1570,54,13,21,0,19,0,12,12,0.0345302197681391,0.0278433171678618
1,2,"belly",1570,54,18,31,0,28,0,18,18,0.546816140505186,0.960085572039954
1,2,"belly",1570,54,22,27,0,25,0,16,16,1.9489191178735e-10,0
1,2,"belly",1570,54,23,38,0,35,0,22,22,0.0429293481414342,0.117909009070536
1,2,"belly",1570,54,26,25,0,23,0,15,15,0.0363975481434854,0.0462526415901364
1,2,"belly",1570,54,27,21,0,19,0,12,12,0.0195231159924058,0.00958641871808963
1,2,"belly",1570,54,29,35,0,32,0,21,21,0.313226722511178,0.868948505826026
1,2,"belly",1570,54,43,32,0,29,0,19,19,0.0133116892347016,0.0113741739664978
1,2,"belly",1570,54,48,25,0,23,0,15,15,0.628568987841203,0.956306147501191
1,2,"loin",1081,144,5,15,0,14,0,9,9,2.83222515254045e-77,0
1,2,"loin",1081,144,7,9,0,8,0,5,5,3.48600767537306e-11,-5.55111512312578e-16
1,2,"loin",1081,144,19,15,0,14,0,9,9,0.00217773842699177,7.1162841752237e-05
1,2,"loin",1081,144,34,10,0,9,0,6,6,0.0296574923980345,0.00522120149323813
1,2,"loin",1081,144,39,7,0,6,0,4,4,0.000297741474653618,2.23331455218023e-07
1,2,"loin",1081,144,47,8,0,7,0,4,4,0.00339143771939751,2.88864612901785e-05
1,2,"loin",1081,144,48,9,0,8,0,5,5,9.58276783533977e-13,-1.11022302462516e-16
1,2,"loin",1081,144,71,3,0,3,0,2,2,0.0195231159924058,0.000160083864382154
1,2,"loin",1081,144,78,8,0,7,0,4,4,6.42897825878845e-09,1.11022302462516e-16
1,2,"loin",1081,144,86,10,0,9,0,6,6,0.784129168681904,0.791616133840699
1,2,"loin",1081,144,88,6,0,5,0,3,3,0.863747044075384,0.534058367357525
1,2,"loin",1081,144,119,9,0,8,0,5,5,0.333296620545263,0.276282896562389
1,2,"loin",1081,144,120,11,0,10,0,6,6,0.579868577602257,0.643841998020664
1,2,"loin",1081,144,121,7,0,6,0,4,4,0.0501940640395734,0.00603508910322459
1,2,"loin",1081,144,129,9,0,8,0,5,5,0.0455818199326817,0.00814576915139731
1,2,"loin",1081,144,133,9,0,8,0,5,5,0.201411710318297,0.124816316565758
1,2,"loin",1081,144,134,5,0,5,0,3,3,0.0130097594016857,0.000211872608417707
1,2,"loin",1081,144,138,6,0,5,0,3,3,0.00348492299741669,1.52756435741752e-05
1,2,"loin",1081,144,139,4,0,4,0,3,3,2.47033494469094e-08,8.88178419700125e-16
1,2,"loin",1081,144,143,10,0,9,0,6,6,0.0238134973243083,0.00340605607255828
1,2,"ham",1308,121,10,13,0,12,0,8,8,0.0363975481434854,0.0139677218508258
1,2,"ham",1308,121,14,9,0,8,0,5,5,1.08001456519139e-05,4.89893237087813e-10
1,2,"ham",1308,121,19,11,0,10,0,6,6,0.856304275308383,0.827487443114702
1,2,"ham",1308,121,21,12,0,11,0,7,7,0.0097578004194885,0.000819544053919485
1,2,"ham",1308,121,22,13,0,12,0,8,8,0.000314174746443954,1.15968632063979e-06
1,2,"ham",1308,121,26,5,0,5,0,3,3,0.0377846851286155,0.00176489480755082
1,2,"ham",1308,121,29,14,0,13,0,8,8,0.00994058366398029,0.00112792130611017
1,2,"ham",1308,121,44,11,0,10,0,6,6,0.0443438938783443,0.011332275377359
1,2,"ham",1308,121,67,6,0,5,0,3,3,0.143768502419175,0.0241713098160979
1,2,"ham",1308,121,69,13,0,12,0,8,8,0.267401014422253,0.380210250583843
1,2,"ham",1308,121,76,5,0,5,0,3,3,4.9434832975604e-48,0
1,2,"ham",1308,121,85,8,0,7,0,4,4,0.000228920189219204,1.32028992627653e-07
1,2,"ham",1308,121,90,7,0,6,0,4,4,0.00902618168258414,0.000203461159439922
1,2,"ham",1308,121,102,17,0,15,0,10,10,0.340421900967612,0.609311156622418
1,2,"ham",1308,121,111,6,0,5,0,3,3,2.6286812855842e-312,0
1,2,"ham",1308,121,115,11,0,10,0,6,6,5.24772307191923e-17,0
1,2,"other",5059,48,7,118,0,108,0,69,69,0.022639959639733,0.248986283098712
1,2,"other",5059,48,9,106,0,97,0,62,62,0.0121386322584826,0.0822575432280199
1,2,"other",5059,48,13,114,0,104,0,67,67,0.193190196033389,0.981629332419602
1,2,"other",5059,48,14,116,0,106,0,68,68,0.0021995304785083,0.00430666284366343
1,2,"other",5059,48,17,107,0,98,0,63,63,0.0270833905626789,0.279765301970988
1,2,"other",5059,48,21,116,0,106,0,68,68,0.000228920189219204,4.97613959763443e-05
1,2,"other",5059,48,24,101,0,92,0,59,59,7.70507518997152e-31,0
1,2,"other",5059,48,29,113,0,103,0,66,66,0.000453909482548839,0.000182942636096639
1,2,"other",5059,48,38,111,0,101,0,65,65,0.0118316691071544,0.0852820689635698
1,2,"other",5059,48,39,99,0,90,0,58,58,0.120732004958811,0.876918779852195
1,2,"other",5059,48,43,94,0,86,0,55,55,0.626204013922074,0.999989293090123
1,3,"shoulder",7428,35,10,216,0,197,0,127,127,0.00231765748793339,0.015646675028625
1,3,"shoulder",7428,35,21,217,0,198,0,127,127,0.00629463906832796,0.0911337142403399
1,3,"shoulder",7428,35,30,231,0,211,0,136,136,7.66704307172493e-186,0
1,3,"shoulder",7428,35,35,226,0,206,0,132,132,0.0606826786863745,0.90854706345757
1,3,"belly",20355,54,3,374,0,341,0,219,219,0.942940224789651,1
1,3,"belly",20355,54,23,375,0,342,0,220,220,0.0528595566604091,0.970059047853098
1,3,"belly",20355,54,32,389,0,355,1,228,228,0.223020728693569,0.999999861015209
1,3,"belly",20355,54,44,400,0,365,1,235,235,0.0213545462402284,0.756398033077368
1,3,"belly",20355,54,54,366,0,334,0,215,215,7.74722939057732e-269,0
1,3,"loin",14621,144,2,112,0,102,0,66,66,0.090868906674157,0.827442161924618
1,3,"loin",14621,144,14,105,0,96,0,62,62,3.63528896075796e-06,1.04947314172321e-08
1,3,"loin",14621,144,17,100,0,91,0,58,58,4.9434832975604e-48,0
1,3,"loin",14621,144,18,111,0,101,0,65,65,0.0928804712538875,0.829802405985679
1,3,"loin",14621,144,20,87,0,79,0,51,51,0.00387385913741916,0.00731408984628457
1,3,"loin",14621,144,39,87,0,79,0,51,51,0.0553660835908158,0.495938230191357
1,3,"loin",14621,144,48,106,0,97,0,62,62,4.72691978524564e-08,1.77446946025839e-12
1,3,"loin",14621,144,54,106,0,97,0,62,62,0.00789224691107948,0.0392321773030705
1,3,"loin",14621,144,62,86,0,78,0,50,50,1.39777085909581e-09,-4.55191440096314e-15
1,3,"loin",14621,144,80,105,0,96,0,62,62,0.0387549299545297,0.420212162283621
1,3,"loin",14621,144,103,106,0,97,0,62,62,0.169861723750059,0.960563857787317
1,3,"loin",14621,144,117,100,0,91,0,58,58,0.00941863861351133,0.0475977540354706
1,3,"loin",14621,144,125,95,0,87,0,56,56,0.236517290451667,0.983740554807469
1,3,"loin",14621,144,140,98,0,89,0,57,57,1.68827617245533e-313,0
1,3,"ham",17065,121,23,153,0,139,0,89,89,0.000243281614986072,9.63205365157593e-05
1,3,"ham",17065,121,55,125,0,114,0,73,73,0.15285334640051,0.967252150970445
1,3,"ham",17065,121,62,123,0,112,0,72,72,8.13319226240846e-290,0
1,3,"ham",17065,121,64,141,0,129,0,83,83,0.0296310765309353,0.430206898954771
1,3,"ham",17065,121,66,137,0,125,0,80,80,0.0330066491077699,0.46301913932478
1,3,"ham",17065,121,69,144,0,131,0,84,84,0.000510325194407679,0.00037342278105712
1,3,"ham",17065,121,74,164,0,150,0,96,96,0.200591496828831,0.997414852856834
1,3,"ham",17065,121,100,155,0,141,0,91,91,0.0817532994900506,0.891354564671279
1,3,"ham",17065,121,111,136,0,124,0,80,80,0.12081863089657,0.94702593885196
1,3,"ham",17065,121,112,142,0,129,0,83,83,0.00729278102009782,0.0570203101292334
1,3,"other",64539,48,1,1311,1,1195,2,768,2,0.0387549299545297,0.000630816730227801
1,3,"other",64539,48,2,1345,1,1226,2,788,2,0.0029332287877082,3.61360907064068e-06
1,3,"other",64539,48,3,1328,1,1211,2,778,2,1.08251885857612e-120,0
1,3,"other",64539,48,4,1393,1,1270,2,816,2,1.68827617245533e-313,0
1,3,"other",64539,48,5,1329,1,1212,2,779,2,0.0137755292719479,7.97013868230056e-05
1,3,"other",64539,48,6,1376,1,1254,2,806,2,0.000128151587172543,6.89758827832065e-09
1,3,"other",64539,48,7,1316,1,1200,2,771,2,0.00231765748793339,2.25604521708611e-06
1,3,"other",64539,48,8,1329,1,1212,2,779,2,0.0141605265994127,8.42186157005154e-05
1,3,"other",64539,48,9,1328,1,1211,2,778,2,0.12081863089657,0.00613079946012318
1,3,"other",64539,48,10,1327,1,1210,2,778,2,0.131128119845392,0.00722172520195874
1,3,"other",64539,48,11,1340,1,1222,2,786,2,1.6721376153858e-06,1.17450493775095e-12
1,3,"other",64539,48,12,1392,1,1269,2,816,2,0.0519177047340119,0.00113208818723642
1,3,"other",64539,48,13,1389,1,1266,2,814,2,0.0388682157373676,0.000634510041734648
1,3,"other",64539,48,14,1317,1,1201,2,772,2,1.19686312444297e-11,0
1,3,"other",64539,48,15,1351,1,1232,2,792,2,0.432330522320146,0.078502065822436
1,3,"other",64539,48,16,1334,1,1216,2,782,2,0.301161758563873,0.0380933300249393
1,3,"other",64539,48,17,1335,1,1217,2,782,2,5.72751485814673e-313,0
1,3,"other",64539,48,18,1392,1,1269,2,816,2,0.0442104041795475,0.000820915131842126
1,3,"other",64539,48,19,1324,1,1207,2,776,2,0.350919128995676,0.0517205787399351
1,3,"other",64539,48,20,1332,1,1214,2,780,2,0.491000698146291,0.101254307943661
1,3,"other",64539,48,21,1331,1,1213,2,780,2,0.165132076401792,0.0114528131158422
1,3,"other",64539,48,22,1421,1,1295,2,832,2,0.191960728177232,0.0154765468881799
1,3,"other",64539,48,23,1302,1,1187,2,763,2,0.0270833905626789,0.000308074218635657
1,3,"other",64539,48,24,1321,1,1204,2,774,2,0.0975340250194072,0.00399541213532428
1,3,"other",64539,48,25,1297,1,1182,2,760,2,0.00991974444391301,4.13285585295631e-05
1,3,"other",64539,48,26,1314,1,1198,2,770,2,0.0170099442088101,0.00012152204483451
1,3,"other",64539,48,27,1377,1,1255,2,807,2,0.79957139759448,0.2685120563375
1,3,"other",64539,48,28,1296,1,1181,2,759,2,0.00376853428091564,5.96477726311218e-06
1,3,"other",64539,48,29,1334,1,1216,2,782,2,0.313226722511178,0.0412066114719395
1,3,"other",64539,48,30,1387,0,1264,2,813,813,9.71508916987597e-05,0.00125810016443784
1,3,"other",64539,48,31,1342,1,1223,2,786,2,4.96299477250613e-05,1.03451525124143e-09
1,3,"other",64539,48,32,1334,1,1216,2,782,2,6.05234984012144e-09,0
1,3,"other",64539,48,33,1362,1,1242,2,798,2,2.08294838511208e-37,0
1,3,"other",64539,48,34,1326,1,1209,2,777,2,0.0104700400991979,4.60411306650865e-05
1,3,"other",64539,48,35,1340,1,1222,2,786,2,0.0227725816729971,0.00021780799994231
1,3,"other",64539,48,36,1311,1,1195,2,768,2,0.0499855944235204,0.00104939505294666
1,3,"other",64539,48,37,1365,1,1244,2,800,2,8.66881362265669e-26,0
1,3,"other",64539,48,38,1340,1,1222,2,786,2,0.136325785957376,0.00780558236509665
1,3,"other",64539,48,39,1345,0,1226,2,788,788,0.00551179508096517,0.693872897821308
1,3,"other",64539,48,40,1349,1,1230,2,791,2,0.0406094280182871,0.000692632770468493
1,3,"other",64539,48,41,1385,1,1263,2,812,2,0.000180453702858472,1.3676686450026e-08
1,3,"other",64539,48,42,1342,1,1223,2,786,2,8.13319226240846e-290,0
1,3,"other",64539,48,43,1346,1,1227,2,789,2,0.00232761127066053,2.2754651757273e-06
1,3,"other",64539,48,44,1334,1,1216,2,782,2,0.0455818199326817,0.000872634969517727
1,3,"other",64539,48,45,1385,1,1263,2,812,2,0.0771176503036356,0.00249779543510853
1,3,"other",64539,48,46,1335,1,1217,2,782,2,0.0261508892029783,0.000287224982564616
1,3,"other",64539,48,47,1340,1,1222,2,786,2,0.139185063761172,0.00813644242916467
1,3,"other",64539,48,48,1390,0,1267,2,814,814,0.414379730323705,1
1,4,"shoulder",1917,35,27,67,0,61,0,39,39,0.0238134973243083,0.115432860249974
1,4,"shoulder",1917,35,28,67,0,61,0,39,39,0.00150519668798856,0.000685784633403408
1,4,"shoulder",1917,35,29,49,0,45,0,29,29,0.000485448710598621,3.99224555056588e-05
1,4,"belly",5294,54,8,98,0,89,0,57,57,0.0518353914308626,0.517202488029072
1,4,"belly",5294,54,50,98,0,89,0,57,57,0.00217053049619122,0.00297594014291458
1,4,"belly",5294,54,51,116,0,106,0,68,68,0.000297741474653618,8.39881873585524e-05
1,4,"loin",3798,144,9,17,0,15,0,10,10,0.0946185847053731,0.116359988654918
1,4,"loin",3798,144,16,24,0,22,0,14,14,0.105843897309594,0.231941844029497
1,4,"loin",3798,144,36,34,0,31,0,20,20,0.307196693213225,0.848151613781314
1,4,"loin",3798,144,39,28,0,26,0,17,17,0.0341781758725718,0.0518393295928687
1,4,"loin",3798,144,53,26,0,24,0,15,15,0.00729278102009782,0.00223711406708715
1,4,"loin",3798,144,61,38,0,35,0,22,22,0.00785901954044699,0.00554176024097564
1,4,"loin",3798,144,74,24,0,22,0,14,14,0.00824673832232181,0.00247409631900086
1,4,"loin",3798,144,87,28,0,26,0,17,17,0.856304275308383,0.993574573532543
1,4,"loin",3798,144,109,25,0,23,0,15,15,0.000128151587172543,7.23643761579851e-07
1,4,"loin",3798,144,117,25,0,23,0,15,15,0.610116206105898,0.951564907336019
1,4,"loin",3798,144,119,30,0,27,0,17,17,0.437406832071137,0.906550164216714
1,4,"loin",3798,144,130,26,0,24,0,15,15,0.0769974159379026,0.160759173445877
1,4,"loin",3798,144,131,21,0,19,0,12,12,3.50623458270041e-08,3.5527136788005e-14
1,4,"ham",4349,121,1,35,0,32,0,21,21,0.000341260523113334,1.02384217556262e-05
1,4,"ham",4349,121,17,35,0,32,0,21,21,3.41719961929286e-30,0
1,4,"ham",4349,121,41,34,0,31,0,20,20,0.136524685878535,0.485689149787611
1,4,"ham",4349,121,45,40,0,36,0,23,23,1.72574718426505e-05,3.16406549849546e-08
1,4,"ham",4349,121,48,33,0,30,0,19,19,0.579868577602257,0.973463676873845
1,4,"ham",4349,121,75,38,0,35,0,22,22,0.000523843655424834,2.64844171529166e-05
1,4,"ham",4349,121,85,36,0,33,0,21,21,0.13308534015752,0.496541613701957
1,4,"ham",4349,121,95,36,0,33,0,21,21,4.97711479391685e-09,-1.11022302462516e-16
1,4,"ham",4349,121,99,31,0,28,0,18,18,1.20879471816676e-05,9.38866484556655e-09
1,4,"ham",4349,121,121,37,0,34,0,22,22,0.199662452324076,0.714060378194907
1,4,"other",16942,48,2,409,0,373,1,240,240,0.037002879919211,0.929653733562595
1,4,"other",16942,48,7,399,0,364,1,234,234,0.0240587882817477,0.800970177349336
1,4,"other",16942,48,10,342,0,312,0,201,201,0.00495455919423789,0.129496204988925
1,4,"other",16942,48,27,321,0,293,0,188,188,0.0395661996620056,0.889475282902764
1,4,"other",16942,48,32,357,0,325,0,209,209,0.953420199524268,1
1,5,"shoulder",1916,35,3,74,0,67,0,43,43,0.0320839442360605,0.209756178501819
1,5,"shoulder",1916,35,22,50,0,46,0,30,30,1.92682698332842e-312,0
1,5,"shoulder",1916,35,23,44,0,40,0,26,26,0.0417463345082403,0.146887223689627
1,5,"shoulder",1916,35,24,55,0,50,0,32,32,0.223020728693569,0.886889366416345
1,5,"shoulder",1916,35,27,57,0,52,0,33,33,0.0442104041795475,0.226863840179061
1,5,"shoulder",1916,35,29,57,0,52,0,33,33,0.000105123597460312,2.44667387716557e-06
1,5,"shoulder",1916,35,31,56,0,51,0,33,33,0.140397478657107,0.732173608344334
1,5,"belly",5299,54,40,107,0,98,0,63,63,1.05936770960269e-31,0
1,5,"belly",5299,54,41,96,0,88,0,57,57,0.306128355941296,0.995875146902021
1,5,"belly",5299,54,46,92,0,84,0,54,54,0.0176444933151703,0.120441760531378
1,5,"belly",5299,54,48,95,0,87,0,56,56,0.327880531642292,0.996967431724646
1,5,"loin",3749,144,3,34,0,31,0,20,20,0.0534261520412041,0.143046111786032
1,5,"loin",3749,144,13,26,0,24,0,15,15,0.0394771370263589,0.053361267541407
1,5,"loin",3749,144,19,24,0,22,0,14,14,0.00589691896163038,0.001282923520326
1,5,"loin",3749,144,20,19,0,17,0,11,11,2.14885313260216e-06,1.0666367789014e-10
1,5,"loin",3749,144,25,29,0,26,0,17,17,0.887898870905556,0.994834415747739
1,5,"loin",3749,144,26,28,0,26,0,17,17,0.0162371442192091,0.013344254568707
1,5,"loin",3749,144,31,23,0,21,0,13,13,0.137584147934855,0.299786489583876
1,5,"loin",3749,144,40,29,0,26,0,17,17,0.182790033827871,0.551429636483148
1,5,"loin",3749,144,43,9,0,8,0,5,5,0.0329487172562643,0.00433864425587782
1,5,"loin",3749,144,55,31,0,28,0,18,18,1.09353660073736e-18,0
1,5,"loin",3749,144,60,35,0,32,0,21,21,0.0195608919437821,0.0280895030088345
1,5,"loin",3749,144,87,31,0,28,0,18,18,0.29893451783989,0.802777927727221
1,5,"loin",3749,144,101,25,0,23,0,15,15,0.0300441896762334,0.0328114874326415
1,5,"loin",3749,144,111,24,0,22,0,14,14,0.184902374435198,0.463714508947077
1,5,"loin",3749,144,117,30,0,27,0,17,17,0.0542080936561114,0.112909224093538
1,5,"loin",3749,144,125,30,0,27,0,17,17,2.73007424837488e-05,4.25645643176153e-08
1,5,"loin",3749,144,144,25,0,23,0,15,15,0.0283672491405782,0.0295648751855029
1,5,"ham",4376,121,7,38,0,35,0,22,22,0.0163542866237137,0.0220744819137805
1,5,"ham",4376,121,9,35,0,32,0,21,21,0.0534261520412041,0.154280242451177
1,5,"ham",4376,121,12,30,0,27,0,17,17,0.00232761127066053,0.000304113108110182
1,5,"ham",4376,121,21,33,0,30,0,19,19,0.193190196033389,0.632056540144455
1,5,"ham",4376,121,22,23,0,21,0,13,13,0.0142389934772037,0.00614337028660927
1,5,"ham",4376,121,25,41,0,37,0,24,24,0.183786270260738,0.714579087871224
1,5,"ham",4376,121,38,34,0,31,0,20,20,0.247757538621156,0.76782738717778
1,5,"ham",4376,121,39,34,0,31,0,20,20,0.0151674314706031,0.0160349173858232
1,5,"ham",4376,121,44,45,0,41,0,26,26,3.16066587761616e-45,0
1,5,"ham",4376,121,49,31,0,28,0,18,18,7.66704307172493e-186,0
1,5,"ham",4376,121,55,35,0,32,0,21,21,0.110700830421094,0.409288638423185
1,5,"ham",4376,121,64,37,0,34,0,22,22,0.285761286758578,0.854031771975613
1,5,"ham",4376,121,78,31,0,28,0,18,18,0.153107716592923,0.49130077342233
1,5,"ham",4376,121,79,38,0,35,0,22,22,0.0089949142917214,0.00717841162021293
1,5,"ham",4376,121,94,31,0,28,0,18,18,0.0340613575711881,0.0570326663156677
1,5,"ham",4376,121,112,29,0,26,0,17,17,0.308532627478016,0.794081088353736
1,5,"other",16734,48,13,323,0,294,0,189,189,0.00824673832232181,0.248114793531944
1,5,"other",16734,48,24,335,0,305,0,196,196,0.302278114736734,0.999999991906056
1,5,"other",16734,48,33,358,0,326,0,210,210,0.0854246311112955,0.995709534559654
1,6,"shoulder",610,35,11,18,0,16,0,10,10,0.00134732616268934,3.41245572048621e-05
1,6,"shoulder",610,35,19,16,0,15,0,10,10,0.00747392164460092,0.00102467021044561
1,6,"shoulder",610,35,23,18,0,16,0,10,10,0.013825068286937,0.00341830079375061
1,6,"shoulder",610,35,34,15,0,14,0,9,9,0.00209984558678758,6.61812479393342e-05
1,6,"belly",1687,54,1,27,0,25,0,16,16,1.21698995701627e-07,7.46402939455493e-13
1,6,"belly",1687,54,6,29,0,26,0,17,17,0.196433703576431,0.587300656372183
1,6,"belly",1687,54,13,32,0,29,0,19,19,0.153379213719953,0.51811594248734
1,6,"belly",1687,54,15,31,0,28,0,18,18,0.244274120693613,0.718132990788062
1,6,"belly",1687,54,27,46,0,42,0,27,27,0.0341781758725718,0.113892556259604
1,6,"belly",1687,54,28,32,0,29,0,19,19,0.139185063761172,0.470691279933931
1,6,"belly",1687,54,29,29,0,26,0,17,17,0.0152304259817906,0.0118285840984836
1,6,"belly",1687,54,41,37,0,34,0,22,22,0.128328268912906,0.501032695704444
1,6,"belly",1687,54,46,24,0,22,0,14,14,0.0296574923980345,0.0281809014293091
1,6,"belly",1687,54,51,30,0,27,0,17,17,0.194104142727482,0.58136379638363
1,6,"loin",1251,144,2,5,0,5,0,3,3,0.0048209309678814,2.92135446084973e-05
1,6,"loin",1251,144,6,10,0,9,0,6,6,0.0524538836056156,0.0155988353350867
1,6,"loin",1251,144,11,8,0,7,0,4,4,0.00179390599775439,8.09506870658172e-06
1,6,"loin",1251,144,30,7,0,6,0,4,4,5.77474856209905e-312,0
1,6,"loin",1251,144,38,4,0,4,0,3,3,0.045031328769676,0.00249752518263202
1,6,"loin",1251,144,40,13,0,12,0,8,8,0.0320839442360605,0.0109945369625846
1,6,"loin",1251,144,46,9,0,8,0,5,5,9.71508916987597e-05,3.96350662290601e-08
1,6,"loin",1251,144,48,6,0,5,0,3,3,0.0157893875001095,0.000311644081875118
1,6,"loin",1251,144,51,5,0,5,0,3,3,4.55796700376173e-07,2.61790589206612e-13
1,6,"loin",1251,144,73,12,0,11,0,7,7,0.0279520827718414,0.00642544089429731
1,6,"loin",1251,144,96,13,0,12,0,8,8,0.0775428386211406,0.0560397709707213
1,6,"loin",1251,144,101,10,0,9,0,6,6,0.136279197850367,0.0887747406213879
1,6,"loin",1251,144,110,10,0,9,0,6,6,0.0335976013090541,0.00664773558560772
1,6,"loin",1251,144,119,8,0,7,0,4,4,1.9489191178735e-10,0
1,6,"loin",1251,144,123,7,0,6,0,4,4,0.00356358262032818,3.18878653871035e-05
1,6,"loin",1251,144,128,12,0,11,0,7,7,0.0521263977223535,0.0210299798749375
1,6,"loin",1251,144,140,7,0,6,0,4,4,0.0028382362882211,2.02425071512691e-05
1,6,"loin",1251,144,144,10,0,9,0,6,6,0.00637862019845519,0.0002530754053649
1,6,"ham",1511,121,6,14,0,13,0,8,8,1.21698995701627e-07,1.7430501486615e-13
1,6,"ham",1511,121,23,13,0,12,0,8,8,0.105843897309594,0.095934209146414
1,6,"ham",1511,121,24,14,0,13,0,8,8,1.08251885857612e-120,0
1,6,"ham",1511,121,36,10,0,9,0,6,6,0.0819932780797009,0.0359002410227257
1,6,"ham",1511,121,38,10,0,9,0,6,6,6.69354227842438e-77,0
1,6,"ham",1511,121,66,14,0,13,0,8,8,0.000268092601649301,8.44554511103546e-07
1,6,"ham",1511,121,91,18,0,16,0,10,10,0.798656265868088,0.935091559072589
1,6,"ham",1511,121,105,12,0,11,0,7,7,0.0329487172562643,0.00881677120608637
1,6,"ham",1511,121,107,15,0,14,0,9,9,0.181622147910456,0.266579685233239
1,6,"ham",1511,121,108,19,0,17,0,11,11,0.363683841010615,0.686838739177258
1,6,"ham",1511,121,110,17,0,15,0,10,10,0.000186268802420358,6.55267265448067e-07
1,6,"ham",1511,121,111,10,0,9,0,6,6,0.0141654635640666,0.00122879665530329
