"simulation","carcass","part","larvae_per_part","portions_per_part","portion","larvae_per_portion","is_welldone","larvae_rare","larvae_welldone","larvae_medium","larvae_after_cooking","p_surv_larva","p_ill"
1,1,"shoulder",625,35,7,14,0,13,0,8,8,0.0136617390951791,0.00210677494983591
1,1,"shoulder",625,35,31,20,0,18,0,12,12,0.0715030220057671,0.0996571575308101
1,1,"belly",1604,54,15,28,0,26,0,17,17,0.00127355816449233,9.17655730345857e-05
1,1,"belly",1604,54,22,40,0,36,0,23,23,0.122415780528092,0.499306330578968
1,1,"belly",1604,54,28,31,0,28,0,18,18,0.000171616637497058,1.89000646266813e-06
1,1,"belly",1604,54,32,28,0,26,0,17,17,0.0405459551537678,0.0696669314119733
1,1,"belly",1604,54,36,32,0,29,0,19,19,0.0668122519933513,0.185630447673962
1,1,"belly",1604,54,44,30,0,27,0,17,17,0.0832292598709349,0.21722810461454
1,1,"belly",1604,54,51,25,0,23,0,15,15,0.807955706203808,0.984446890706869
1,1,"belly",1604,54,52,26,0,24,0,15,15,0.000366071572643315,5.89572659470683e-06
1,1,"loin",1116,144,1,11,0,10,0,6,6,1.38200388478699e-12,0
1,1,"loin",1116,144,12,10,0,9,0,6,6,5.34743933491365e-05,1.80129910987148e-08
1,1,"loin",1116,144,43,11,0,10,0,6,6,0.0225944895333412,0.00307379121400464
1,1,"loin",1116,144,44,10,0,9,0,6,6,0.0358099215929431,0.00751845802223206
1,1,"loin",1116,144,46,7,0,6,0,4,4,0.214089520500358,0.0923539902641308
1,1,"loin",1116,144,50,10,0,9,0,6,6,3.0648700246773e-37,0
1,1,"loin",1116,144,55,10,0,9,0,6,6,0.159239170045975,0.115628668156186
1,1,"loin",1116,144,69,10,0,9,0,6,6,0.0737408849944827,0.0295279859855709
1,1,"loin",1116,144,70,7,0,6,0,4,4,1.16560251393488e-31,0
1,1,"loin",1116,144,75,10,0,9,0,6,6,0.162642303318325,0.119782729458828
1,1,"loin",1116,144,76,7,0,6,0,4,4,0.289317058420769,0.155175324215408
1,1,"loin",1116,144,85,7,0,6,0,4,4,0.433545378086271,0.294869483726558
1,1,"loin",1116,144,124,5,0,5,0,3,3,0.14132671323432,0.0233879482640493
1,1,"loin",1116,144,128,7,0,6,0,4,4,0.0963570039012715,0.0212076821161437
1,1,"loin",1116,144,139,7,0,6,0,4,4,0.0228315650435036,0.00128383865294168
1,1,"loin",1116,144,143,7,0,6,0,4,4,5.72751485814673e-313,0
1,1,"ham",1302,121,2,13,0,12,0,8,8,1.14303214579298e-16,0
1,1,"ham",1302,121,10,5,0,5,0,3,3,0.0355535289843404,0.00156439413046949
1,1,"ham",1302,121,20,9,0,8,0,5,5,0.0118394303279877,0.000578341313765662
1,1,"ham",1302,121,36,13,0,12,0,8,8,2.49009547748627e-172,0
1,1,"ham",1302,121,49,10,0,9,0,6,6,0.00112058692181511,7.89329264683225e-06
1,1,"ham",1302,121,53,9,0,8,0,5,5,6.31021100429225e-29,0
1,1,"ham",1302,121,63,12,0,11,0,7,7,0.000160493017965501,2.27094500981906e-07
1,1,"ham",1302,121,67,9,0,8,0,5,5,0.0364174455814371,0.00527244905785207
1,1,"ham",1302,121,71,4,0,4,0,3,3,0.745783798516049,0.43947972583973
1,1,"ham",1302,121,78,10,0,9,0,6,6,4.38882545693828e-05,1.21338619152311e-08
1,1,"ham",1302,121,91,11,0,10,0,6,6,0.0171112793735314,0.00178244613439227
1,1,"ham",1302,121,95,18,0,16,0,10,10,0.0136617390951791,0.00334018623268628
1,1,"ham",1302,121,104,11,0,10,0,6,6,3.37698562217046e-05,7.18405490651719e-09
1,1,"ham",1302,121,105,12,0,11,0,7,7,0.0476741448197604,0.0177887897445508
1,1,"ham",1302,121,108,11,0,10,0,6,6,0.934189408335208,0.859266137244344
1,1,"other",5050,48,9,75,0,68,0,44,44,8.86129510679844e-06,3.1192774918587e-08
1,1,"other",5050,48,19,112,0,102,0,66,66,0.107332521918287,0.879478105575548
1,1,"other",5050,48,31,117,0,107,0,69,69,0.0187499040680381,0.191434142016033
1,1,"other",5050,48,44,112,0,102,0,66,66,2.81652153539621e-18,0
1,2,"shoulder",604,35,1,16,0,15,0,10,10,0.0671908765918055,0.065341568774976
1,2,"shoulder",604,35,4,19,0,17,0,11,11,0.0145040374296268,0.00455304768841869
1,2,"shoulder",604,35,16,16,0,15,0,10,10,0.00553373099397734,0.000566095352910967
1,2,"belly",1570,54,1,35,0,32,0,21,21,0.0200703642572881,0.0294326120572594
1,2,"belly",1570,54,2,32,0,29,0,19,19,0.0823941417809996,0.250201456516252
1,2,"belly",1570,54,13,21,0,19,0,12,12,0.121279863240824,0.226088997682607
1,2,"belly",1570,54,18,31,0,28,0,18,18,0.275836637132142,0.770729657311687
1,2,"belly",1570,54,22,27,0,25,0,16,16,0.109430988226051,0.290955122299798
1,2,"belly",1570,54,23,38,0,35,0,22,22,1.68827617245533e-313,0
1,2,"belly",1570,54,26,25,0,23,0,15,15,0.0291833608474004,0.0311282680907666
1,2,"belly",1570,54,27,21,0,19,0,12,12,0.0382418143597428,0.0335319983852544
1,2,"belly",1570,54,29,35,0,32,0,21,21,0.939510313446519,0.999043952997614
1,2,"belly",1570,54,43,32,0,29,0,19,19,0.00981348045129329,0.00636580697282441
1,2,"belly",1570,54,48,25,0,23,0,15,15,0.0986877140006003,0.231599066425337
1,2,"loin",1081,144,5,15,0,14,0,9,9,0.938533692841448,0.94894084428315
1,2,"loin",1081,144,7,9,0,8,0,5,5,0.420565203667491,0.380919653125563
1,2,"loin",1081,144,19,15,0,14,0,9,9,0.0107619241452985,0.00168647778460684
1,2,"loin",1081,144,34,10,0,9,0,6,6,0.0283425591161215,0.00478110881526839
1,2,"loin",1081,144,39,7,0,6,0,4,4,8.4559729020674e-312,0
1,2,"loin",1081,144,47,8,0,7,0,4,4,0.00365387960646403,3.35213096572806e-05
1,2,"loin",1081,144,48,9,0,8,0,5,5,0.0841318902260052,0.0261615149218068
1,2,"loin",1081,144,71,3,0,3,0,2,2,0.000783383008880965,2.57749354304337e-07
1,2,"loin",1081,144,78,8,0,7,0,4,4,0.288281624009174,0.154246082512845
1,2,"loin",1081,144,86,10,0,9,0,6,6,0.15654741412913,0.112372475826204
1,2,"loin",1081,144,88,6,0,5,0,3,3,0.093859059072676,0.0105790812139982
1,2,"loin",1081,144,119,9,0,8,0,5,5,0.917831643557912,0.79434086413155
1,2,"loin",1081,144,120,11,0,10,0,6,6,0.00330461305589049,6.83455800430943e-05
1,2,"loin",1081,144,121,7,0,6,0,4,4,0.197077957170005,0.0797209843929659
1,2,"loin",1081,144,129,9,0,8,0,5,5,0.000457784665984652,8.7957632688429e-07
1,2,"loin",1081,144,133,9,0,8,0,5,5,5.72751485814673e-313,0
1,2,"loin",1081,144,134,5,0,5,0,3,3,0.0107619241452985,0.000145146699938259
1,2,"loin",1081,144,138,6,0,5,0,3,3,0.79395782466036,0.478958528789469
1,2,"loin",1081,144,139,4,0,4,0,3,3,0.650898340985625,0.360090409763193
1,2,"loin",1081,144,143,10,0,9,0,6,6,0.761055798856845,0.778607266048842
1,2,"ham",1308,121,10,13,0,12,0,8,8,0.225284318560531,0.305087732009561
1,2,"ham",1308,121,14,9,0,8,0,5,5,0.00330829940092015,4.57406830595142e-05
1,2,"ham",1308,121,19,11,0,10,0,6,6,0.0355130363924855,0.0073987336077147
1,2,"ham",1308,121,21,12,0,11,0,7,7,0.512205021039193,0.650850993716988
1,2,"ham",1308,121,22,13,0,12,0,8,8,0.000837403738167856,8.22594999771997e-06
1,2,"ham",1308,121,26,5,0,5,0,3,3,1.12141429021618e-26,0
1,2,"ham",1308,121,29,14,0,13,0,8,8,0.420565203667491,0.611309514035236
1,2,"ham",1308,121,44,11,0,10,0,6,6,1.14303214579298e-16,0
1,2,"ham",1308,121,67,6,0,5,0,3,3,8.4559729020674e-312,0
1,2,"ham",1308,121,69,13,0,12,0,8,8,0.229970444130037,0.313581583135481
1,2,"ham",1308,121,76,5,0,5,0,3,3,0.420565203667491,0.175998483736002
1,2,"ham",1308,121,85,8,0,7,0,4,4,0.045551539795454,0.00499391015718853
1,2,"ham",1308,121,90,7,0,6,0,4,4,0.405033224311415,0.26619891877985
1,2,"ham",1308,121,102,17,0,15,0,10,10,4.18538356271168e-05,3.31024108124467e-08
1,2,"ham",1308,121,111,6,0,5,0,3,3,1.02740915190016e-06,1.33004718350094e-12
1,2,"ham",1308,121,115,11,0,10,0,6,6,1.68827617245533e-313,0
1,2,"other",5059,48,7,118,0,108,0,69,69,0.0082529880339244,0.0512463746746286
1,2,"other",5059,48,9,106,0,97,0,62,62,1.92682698332842e-312,0
1,2,"other",5059,48,13,114,0,104,0,67,67,0.932788862570673,0.999999999719536
1,2,"other",5059,48,14,116,0,106,0,68,68,0.0031873732951355,0.00875811623726253
1,2,"other",5059,48,17,107,0,98,0,63,63,0.0462530562092527,0.510216003373268
1,2,"other",5059,48,21,116,0,106,0,68,68,0.0235240760096743,0.257012451166475
1,2,"other",5059,48,24,101,0,92,0,59,59,2.14361320369461e-34,0
1,2,"other",5059,48,29,113,0,103,0,66,66,0.0608523807533239,0.662926283320264
1,2,"other",5059,48,38,111,0,101,0,65,65,0.00944508204560619,0.058330183086832
1,2,"other",5059,48,39,99,0,90,0,58,58,0.241625651473231,0.987257005209338
1,2,"other",5059,48,43,94,0,86,0,55,55,0.237921710725612,0.982927107630493
1,3,"shoulder",7428,35,10,216,0,197,0,127,127,0.000837403738167856,0.00223688043790138
1,3,"shoulder",7428,35,21,217,0,198,0,127,127,0.0135001399709258,0.281266657470093
1,3,"shoulder",7428,35,30,231,0,211,0,136,136,0.0866111574039357,0.971939184776719
1,3,"shoulder",7428,35,35,226,0,206,0,132,132,0.00843672216311386,0.153576069612915
1,3,"belly",20355,54,3,374,0,341,0,219,219,0.0124219191403717,0.475570963465843
1,3,"belly",20355,54,23,375,0,342,0,220,220,0.000592171214912562,0.00332750305956953
1,3,"belly",20355,54,32,389,0,355,1,228,228,0.0366777833789778,0.917296143548827
1,3,"belly",20355,54,44,400,0,365,1,235,235,0.00138399247578236,0.0188716773541878
1,3,"belly",20355,54,54,366,0,334,0,215,215,3.42839247967848e-28,0
1,3,"loin",14621,144,2,112,0,102,0,66,66,0.000985006526637869,0.000847039135468464
1,3,"loin",14621,144,14,105,0,96,0,62,62,0.00306225132887186,0.00679898009130375
1,3,"loin",14621,144,17,100,0,91,0,58,58,0.178619278990772,0.958585743516762
1,3,"loin",14621,144,18,111,0,101,0,65,65,0.000560523721561046,0.000269677250864131
1,3,"loin",14621,144,20,87,0,79,0,51,51,0.081796232661176,0.681793364286277
1,3,"loin",14621,144,39,87,0,79,0,51,51,0.0265349090218752,0.2041230154943
1,3,"loin",14621,144,48,106,0,97,0,62,62,0.00138510366112256,0.00146192203628948
1,3,"loin",14621,144,54,106,0,97,0,62,62,0.303417662629061,0.997306782630382
1,3,"loin",14621,144,62,86,0,78,0,50,50,0.0993138829106772,0.757713296740759
1,3,"loin",14621,144,80,105,0,96,0,62,62,7.14767883061552e-61,0
1,3,"loin",14621,144,103,106,0,97,0,62,62,0.042371901153852,0.46123440955799
1,3,"loin",14621,144,117,100,0,91,0,58,58,5.94601895567137e-85,0
1,3,"loin",14621,144,125,95,0,87,0,56,56,0.0980456726946191,0.79654379484091
1,3,"loin",14621,144,140,98,0,89,0,57,57,0.00550369808221627,0.0174871337491556
1,3,"ham",17065,121,23,153,0,139,0,89,89,0.00395044294736982,0.0216724753632406
1,3,"ham",17065,121,55,125,0,114,0,73,73,0.00517864228384912,0.0247039768403156
1,3,"ham",17065,121,62,123,0,112,0,72,72,9.57942538972795e-38,0
1,3,"ham",17065,121,64,141,0,129,0,83,83,0.600734738083207,0.999999931315471
1,3,"ham",17065,121,66,137,0,125,0,80,80,0.807955706203808,0.999999999773114
1,3,"ham",17065,121,69,144,0,131,0,84,84,0.234557677193308,0.997821217685551
1,3,"ham",17065,121,74,164,0,150,0,96,96,0.000929745560428955,0.00158503739406513
1,3,"ham",17065,121,100,155,0,141,0,91,91,0.000824833430983986,0.00112809992700302
1,3,"ham",17065,121,111,136,0,124,0,80,80,0.10604235211629,0.922744641654648
1,3,"ham",17065,121,112,142,0,129,0,83,83,1.47398093178108e-311,0
1,3,"other",64539,48,1,1311,1,1195,2,768,2,0.303654759672424,0.0387266094901213
1,3,"other",64539,48,2,1345,1,1226,2,788,2,0.0317695525292266,0.000423907876520913
1,3,"other",64539,48,3,1328,1,1211,2,778,2,0.0202061687637005,0.000171481487565184
1,3,"other",64539,48,4,1393,1,1270,2,816,2,5.87442334316264e-07,1.44884104713583e-13
1,3,"other",64539,48,5,1329,1,1212,2,779,2,0.0717589012683354,0.00216272276272023
1,3,"other",64539,48,6,1376,1,1254,2,806,2,9.57942538972795e-38,0
1,3,"other",64539,48,7,1316,1,1200,2,771,2,0.0187499040680381,0.00014765473907552
1,3,"other",64539,48,8,1329,1,1212,2,779,2,0.061066622493672,0.00156623560076952
1,3,"other",64539,48,9,1328,1,1211,2,778,2,0.247251695136447,0.0256760283140954
1,3,"other",64539,48,10,1327,1,1210,2,778,2,0.000300961173389419,3.80426036228343e-08
1,3,"other",64539,48,11,1340,1,1222,2,786,2,0.113018595007127,0.00536474518330166
1,3,"other",64539,48,12,1392,1,1269,2,816,2,0.0574506187394352,0.00138624090928852
1,3,"other",64539,48,13,1389,1,1266,2,814,2,0.00763070959236901,2.44556461310719e-05
1,3,"other",64539,48,14,1317,1,1201,2,772,2,0.0187771377859744,0.000148083979442104
1,3,"other",64539,48,15,1351,1,1232,2,792,2,5.4709317511822e-08,1.4432899320127e-15
1,3,"other",64539,48,16,1334,1,1216,2,782,2,0.316698274792125,0.0421250748476493
1,3,"other",64539,48,17,1335,1,1217,2,782,2,0.0247038766833947,0.00025631823973904
1,3,"other",64539,48,18,1392,1,1269,2,816,2,0.000279948085773062,3.29157909817468e-08
1,3,"other",64539,48,19,1324,1,1207,2,776,2,0.000604317343597166,1.53383769907478e-07
1,3,"other",64539,48,20,1332,1,1214,2,780,2,0.00752888156157442,2.38073041786135e-05
1,3,"other",64539,48,21,1331,1,1213,2,780,2,5.02071121861273e-06,1.05873088074304e-11
1,3,"other",64539,48,22,1421,1,1295,2,832,2,0.0122900124652498,6.34386506864759e-05
1,3,"other",64539,48,23,1302,1,1187,2,763,2,0.761055798856845,0.243266490168925
1,3,"other",64539,48,24,1321,1,1204,2,774,2,0.00176537104735643,1.3089446727621e-06
1,3,"other",64539,48,25,1297,1,1182,2,760,2,0.0229786362995422,0.000221767444998355
1,3,"other",64539,48,26,1314,1,1198,2,770,2,0.175556458360882,0.0129444294303306
1,3,"other",64539,48,27,1377,1,1255,2,807,2,0.0110297604357519,5.10953584134111e-05
1,3,"other",64539,48,28,1296,1,1181,2,759,2,3.42818347655872e-05,4.9360271425769e-10
1,3,"other",64539,48,29,1334,1,1216,2,782,2,0.308018433718725,0.0398476493144255
1,3,"other",64539,48,30,1387,0,1264,2,813,813,7.63820517581922e-05,0.000784218549654603
1,3,"other",64539,48,31,1342,1,1223,2,786,2,0.0143115319221031,8.60243773018743e-05
1,3,"other",64539,48,32,1334,1,1216,2,782,2,0.641274685176678,0.172717953176348
1,3,"other",64539,48,33,1362,1,1242,2,798,2,5.77474856209905e-312,0
1,3,"other",64539,48,34,1326,1,1209,2,777,2,0.0818513774095798,0.00281385215321506
1,3,"other",64539,48,35,1340,1,1222,2,786,2,0.000824833430983986,2.857470793316e-07
1,3,"other",64539,48,36,1311,1,1195,2,768,2,0.00335548982895446,4.72891103653339e-06
1,3,"other",64539,48,37,1365,1,1244,2,800,2,4.23180127759444e-23,0
1,3,"other",64539,48,38,1340,1,1222,2,786,2,5.34743933491365e-05,1.2009946370739e-09
1,3,"other",64539,48,39,1345,0,1226,2,788,788,6.01025968540123e-37,0
1,3,"other",64539,48,40,1349,1,1230,2,791,2,0.0144896024100689,8.81784027607635e-05
1,3,"other",64539,48,41,1385,1,1263,2,812,2,0.0259377838096579,0.000282562824161614
1,3,"other",64539,48,42,1342,1,1223,2,786,2,3.70587988506846e-19,0
1,3,"other",64539,48,43,1346,1,1227,2,789,2,3.8189141381393e-12,-2.22044604925031e-16
1,3,"other",64539,48,44,1334,1,1216,2,782,2,0.0352041148535631,0.000520518475101706
1,3,"other",64539,48,45,1385,1,1263,2,812,2,0.0665538622248101,0.00186035496235648
1,3,"other",64539,48,46,1335,1,1217,2,782,2,0.309742110759483,0.0402948735746508
1,3,"other",64539,48,47,1340,1,1222,2,786,2,0.00424290480103361,7.5609412832911e-06
1,3,"other",64539,48,48,1390,0,1267,2,814,814,0.79395782466036,1
1,4,"shoulder",1917,35,27,67,0,61,0,39,39,0.0355508195526814,0.211222174695969
1,4,"shoulder",1917,35,28,67,0,61,0,39,39,0.939510313446519,0.999997532151727
1,4,"shoulder",1917,35,29,49,0,45,0,29,29,0.00768404684495359,0.00908354746418083
1,4,"belly",5294,54,8,98,0,89,0,57,57,1.73865775116729e-17,0
1,4,"belly",5294,54,50,98,0,89,0,57,57,0.0812967434394553,0.727736617441822
1,4,"belly",5294,54,51,116,0,106,0,68,68,0.803753692192929,0.999999992895498
1,4,"loin",3798,144,9,17,0,15,0,10,10,0.000224732679595769,9.53682627535812e-07
1,4,"loin",3798,144,16,24,0,22,0,14,14,0.0107619241452985,0.00415062913230158
1,4,"loin",3798,144,36,34,0,31,0,20,20,2.91477752748928e-56,0
1,4,"loin",3798,144,39,28,0,26,0,17,17,1.92682698332842e-312,0
1,4,"loin",3798,144,53,26,0,24,0,15,15,0.041766054100551,0.0588720436664424
1,4,"loin",3798,144,61,38,0,35,0,22,22,0.0171112793735314,0.0239872497407088
1,4,"loin",3798,144,74,24,0,22,0,14,14,0.0272220105818644,0.0240859729141664
1,4,"loin",3798,144,87,28,0,26,0,17,17,3.87396405739938e-115,0
1,4,"loin",3798,144,109,25,0,23,0,15,15,0.182052420449251,0.489020384405063
1,4,"loin",3798,144,117,25,0,23,0,15,15,0.00458168828552387,0.000898619097765452
1,4,"loin",3798,144,119,30,0,27,0,17,17,0.0175050378289554,0.0153650102631896
1,4,"loin",3798,144,130,26,0,24,0,15,15,0.182052420449251,0.489020384405063
1,4,"loin",3798,144,131,21,0,19,0,12,12,0.0596855944552357,0.0735394453919735
1,4,"ham",4349,121,1,35,0,32,0,21,21,0.117228131643002,0.43579903832551
1,4,"ham",4349,121,17,35,0,32,0,21,21,0.0128928361823244,0.0129838750541408
1,4,"ham",4349,121,41,34,0,31,0,20,20,3.60833536432664e-74,0
1,4,"ham",4349,121,45,40,0,36,0,23,23,0.27085298847491,0.850365381857818
1,4,"ham",4349,121,48,33,0,30,0,19,19,0.964261853037783,0.998478439874154
1,4,"ham",4349,121,75,38,0,35,0,22,22,0.000824833430983986,6.54656600067582e-05
1,4,"ham",4349,121,85,36,0,33,0,21,21,0.0083060542568795,0.00562558034875493
1,4,"ham",4349,121,95,36,0,33,0,21,21,0.523892546756769,0.972353952683398
1,4,"ham",4349,121,99,31,0,28,0,18,18,0.00527971761978553,0.00171737376519665
1,4,"ham",4349,121,121,37,0,34,0,22,22,0.112032903687114,0.436032637147141
1,4,"other",16942,48,2,409,0,373,1,240,240,0.318843679168408,0.999999999966855
1,4,"other",16942,48,7,399,0,364,1,234,234,0.0630256270088745,0.98848981516798
1,4,"other",16942,48,10,342,0,312,0,201,201,2.09358705538979e-10,3.33066907387547e-16
1,4,"other",16942,48,27,321,0,293,0,188,188,8.4559729020674e-312,0
1,4,"other",16942,48,32,357,0,325,0,209,209,0.0264832658990821,0.794851621513164
1,5,"shoulder",1916,35,3,74,0,67,0,43,43,0.0019233970341906,0.0013489827887232
1,5,"shoulder",1916,35,22,50,0,46,0,30,30,0.0231670341448662,0.0714741867681875
1,5,"shoulder",1916,35,23,44,0,40,0,26,26,2.33955625368091e-05,7.46926229755474e-08
1,5,"shoulder",1916,35,24,55,0,50,0,32,32,0.0145040374296268,0.0353855959521212
1,5,"shoulder",1916,35,27,57,0,52,0,33,33,0.0742439059449107,0.431044781700471
1,5,"shoulder",1916,35,29,57,0,52,0,33,33,0.0135149549996977,0.0329634449366581
1,5,"shoulder",1916,35,31,56,0,51,0,33,33,0.000300961173389419,1.99930452166042e-05
1,5,"belly",5299,54,40,107,0,98,0,63,63,0.00550369808221627,0.0210585188356509
1,5,"belly",5299,54,41,96,0,88,0,57,57,0.410330537095629,0.999440009197294
1,5,"belly",5299,54,46,92,0,84,0,54,54,0.615062072516889,0.999983542699201
1,5,"belly",5299,54,48,95,0,87,0,56,56,0.588245119393944,0.999981035414481
1,5,"loin",3749,144,3,34,0,31,0,20,20,1.99691732113917e-15,0
1,5,"loin",3749,144,13,26,0,24,0,15,15,0.0172186234742035,0.0116980119430955
1,5,"loin",3749,144,19,24,0,22,0,14,14,0.160911564800273,0.397856861608843
1,5,"loin",3749,144,20,19,0,17,0,11,11,2.45643018946786e-26,0
1,5,"loin",3749,144,25,29,0,26,0,17,17,1.77814060813186e-12,0
1,5,"loin",3749,144,26,28,0,26,0,17,17,0.911670248734359,0.995624802157914
1,5,"loin",3749,144,31,23,0,21,0,13,13,0.118519574609986,0.245025353746098
1,5,"loin",3749,144,40,29,0,26,0,17,17,0.00752888156157442,0.00306059305658102
1,5,"loin",3749,144,43,9,0,8,0,5,5,0.150439878385547,0.075466447296188
1,5,"loin",3749,144,55,31,0,28,0,18,18,0.0616715993671363,0.151570066782563
1,5,"loin",3749,144,60,35,0,32,0,21,21,6.44590074371742e-10,1.11022302462516e-16
1,5,"loin",3749,144,87,31,0,28,0,18,18,0.661651699986756,0.981352235550629
1,5,"loin",3749,144,101,25,0,23,0,15,15,0.941304883660361,0.993108398908839
1,5,"loin",3749,144,111,24,0,22,0,14,14,7.44186858780369e-05,2.11573254027542e-07
1,5,"loin",3749,144,117,30,0,27,0,17,17,0.00672758930253164,0.00245842784421646
1,5,"loin",3749,144,125,30,0,27,0,17,17,0.00407043546905373,0.000917983436659608
1,5,"loin",3749,144,144,25,0,23,0,15,15,0.0129786337542123,0.00682997233591731
1,5,"ham",4376,121,7,38,0,35,0,22,22,0.103345387440758,0.398933443399625
1,5,"ham",4376,121,9,35,0,32,0,21,21,0.0668122519933513,0.214694282806195
1,5,"ham",4376,121,12,30,0,27,0,17,17,1.20966212258592e-93,0
1,5,"ham",4376,121,21,33,0,30,0,19,19,0.0485970740727016,0.113477499015464
1,5,"ham",4376,121,22,23,0,21,0,13,13,6.01025968540123e-37,0
1,5,"ham",4376,121,25,41,0,37,0,24,24,0.0101893387936291,0.0107685571742016
1,5,"ham",4376,121,38,34,0,31,0,20,20,0.00176524675919294,0.000244749032273561
1,5,"ham",4376,121,39,34,0,31,0,20,20,0.0231670341448662,0.0348679277741974
1,5,"ham",4376,121,44,45,0,41,0,26,26,0.0141662013097835,0.023159424482852
1,5,"ham",4376,121,49,31,0,28,0,18,18,0.16763025802062,0.535994746337016
1,5,"ham",4376,121,55,35,0,32,0,21,21,0.00462239672655726,0.00180379392549179
1,5,"ham",4376,121,64,37,0,34,0,22,22,1.3311266129628e-312,0
1,5,"ham",4376,121,78,31,0,28,0,18,18,0.00196591285907523,0.00024448114016451
1,5,"ham",4376,121,79,38,0,35,0,22,22,0.963684281560799,0.999450817987184
1,5,"ham",4376,121,94,31,0,28,0,18,18,0.104350366167847,0.318143601676102
1,5,"ham",4376,121,112,29,0,26,0,17,17,0.178619278990772,0.53993041556996
1,5,"other",16734,48,13,323,0,294,0,189,189,0.366812729905929,0.999999999730431
1,5,"other",16734,48,24,335,0,305,0,196,196,0.178619278990772,0.99997949186677
1,5,"other",16734,48,33,358,0,326,0,210,210,1.77814060813186e-12,0
1,6,"shoulder",610,35,11,18,0,16,0,10,10,0.0526775648577922,0.0425299060815792
1,6,"shoulder",610,35,19,16,0,15,0,10,10,0.00663664931579246,0.000810657475202814
1,6,"shoulder",610,35,23,18,0,16,0,10,10,1.0824887826117e-22,0
1,6,"shoulder",610,35,34,15,0,14,0,9,9,0.0930558420514356,0.094706608688683
1,6,"belly",1687,54,1,27,0,25,0,16,16,5.87442334316264e-07,1.73923098145679e-11
1,6,"belly",1687,54,6,29,0,26,0,17,17,0.010162073323283,0.00546762078371177
1,6,"belly",1687,54,13,32,0,29,0,19,19,0.00854032539320055,0.00487315336828353
1,6,"belly",1687,54,15,31,0,28,0,18,18,0.0549639348690778,0.126610692911276
1,6,"belly",1687,54,27,46,0,42,0,27,27,0.702394553143662,0.998320163808374
1,6,"belly",1687,54,28,32,0,29,0,19,19,0.0353565668484392,0.0668636988385133
1,6,"belly",1687,54,29,29,0,26,0,17,17,0.0111433527390825,0.00652677974647031
1,6,"belly",1687,54,41,37,0,34,0,22,22,0.260953601571124,0.823080933542677
1,6,"belly",1687,54,46,24,0,22,0,14,14,6.84321039610035e-07,1.78981274245871e-11
1,6,"belly",1687,54,51,30,0,27,0,17,17,0.0636925376232166,0.14575377863127
1,6,"loin",1251,144,2,5,0,5,0,3,3,0.196749631969911,0.0439768822050124
1,6,"loin",1251,144,6,10,0,9,0,6,6,0.121279863240824,0.072500543451941
1,6,"loin",1251,144,11,8,0,7,0,4,4,1.20966212258592e-93,0
1,6,"loin",1251,144,30,7,0,6,0,4,4,0.157761009322902,0.0532901750529148
1,6,"loin",1251,144,38,4,0,4,0,3,3,5.21113092093517e-08,3.66373598126302e-15
1,6,"loin",1251,144,40,13,0,12,0,8,8,0.0272220105818644,0.00803113246791864
1,6,"loin",1251,144,46,9,0,8,0,5,5,1.92682698332842e-312,0
1,6,"loin",1251,144,48,6,0,5,0,3,3,7.41036376107303e-33,0
1,6,"loin",1251,144,51,5,0,5,0,3,3,0.0273586930213149,0.000930206490170948
1,6,"loin",1251,144,73,12,0,11,0,7,7,0.117044245324676,0.0900438436198476
1,6,"loin",1251,144,96,13,0,12,0,8,8,0.891278538449789,0.916612025849281
1,6,"loin",1251,144,101,10,0,9,0,6,6,0.106523331274822,0.0576423601847201
1,6,"loin",1251,144,110,10,0,9,0,6,6,0.0584977917343925,0.0191649724975195
1,6,"loin",1251,144,119,8,0,7,0,4,4,0.267311668314906,0.135772281633577
1,6,"loin",1251,144,123,7,0,6,0,4,4,0.084386400265372,0.0164688851842191
1,6,"loin",1251,144,128,12,0,11,0,7,7,5.77474856209905e-312,0
1,6,"loin",1251,144,140,7,0,6,0,4,4,0.00199605222663666,1.00202167976349e-05
1,6,"loin",1251,144,144,10,0,9,0,6,6,0.267715618986504,0.261175542911408
1,6,"ham",1511,121,6,14,0,13,0,8,8,0.0552763558548521,0.0304417905220113
1,6,"ham",1511,121,23,13,0,12,0,8,8,1.52720541847621e-05,2.74272549116716e-09
1,6,"ham",1511,121,24,14,0,13,0,8,8,0.000398414443013217,1.86448279393403e-06
1,6,"ham",1511,121,36,10,0,9,0,6,6,0.00156446982431547,1.5371485045268e-05
1,6,"ham",1511,121,38,10,0,9,0,6,6,0.0459131920210099,0.0121101352176112
1,6,"ham",1511,121,66,14,0,13,0,8,8,0.0104427222971106,0.00124287708781257
1,6,"ham",1511,121,91,18,0,16,0,10,10,0.241917302885277,0.435544160753324
1,6,"ham",1511,121,105,12,0,11,0,7,7,0.042371901153852,0.0142402847736219
1,6,"ham",1511,121,107,15,0,14,0,9,9,0.0348576241951838,0.0162648504581433
1,6,"ham",1511,121,108,19,0,17,0,11,11,5.77474856209905e-312,0
1,6,"ham",1511,121,110,17,0,15,0,10,10,0.000473318855382071,4.22617241380152e-06
1,6,"ham",1511,121,111,10,0,9,0,6,6,7.29900519162175e-312,0
1,6,"other",5393,48,20,100,0,91,0,58,58,0.14852680016131,0.927275427135553
1,6,"other",5393,48,21,103,0,94,0,60,60,6.16721860578785e-235,0
